demand_id,publication_id,title,abstract,classifications_cpc,judgment
221305-2025,ES2537651A1,Sistema modular estandarizado para la construcción de centros sanitarios u hospitalarios,"La invención prevé la distribución de los distintos espacios del hospital de acuerdo con una serie de módulos de idéntica anchura que se disponen paralelamente entre dos pasillos, un pasillo de circulación técnica (PT) y un pasillo de circulación pública (PP), de modo que entre dichos dos pasillos se establecen los comentados módulos (M1-M2-M3) para zonas técnicas, mixtas y públicas, definiéndose tres zonas perfectamente diferenciadas y cuyo flujo de usuarios se ve optimizado. Los módulos se dividen longitudinalmente en sub-módulos con unas dimensiones preestablecidas de manera que las estancias destinadas a implantarse en su seno son proporcionales a dichas medidas, permitiendo múltiples distribuciones ajustándose a dichas medidas. Para ampliar el hospital solo es preciso alargar los comentados pasillos y añadir los módulos que sean necesarios, siendo fácilmente redistribuibles los módulos ya existentes si es necesario debido a su naturaleza modular.",E04H3/08; E04H1/005,
221305-2025,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
221305-2025,ES2808969A1,SISTEMA DE PERFUSIÓN DE FÁRMACOS EN LAZO CERRADO CON CONTROL SINÉRGICO,"Sistema de perfusión de fármacos en lazo cerrado con control sinérgico. El objetivo de la invención es realizar un sistema de cálculo automático de perfusión de fármacos aplicable a un paciente para, por ejemplo, inducir un estado anestésico satisfactorio en una intervención quirúrgica. El sistema de cálculo automático estaría condicionado por unos valores objetivo de monitores fisiológicos para evaluar el estado del paciente. La perfusión automática consigue aumentar la seguridad del paciente reduciendo la morbididad y mortalidad postintervención y reducir la continua toma de decisiones del especialista. La invención es un sistema electrónico donde se implementa un controlador MIMO-PID que calcula las perfusiones de varios fármacos en base a un error de control definido por desviaciones del estado del paciente, analizado por varios monitores. Las perfusiones automáticas de fármacos están condicionadas por sistemas de seguridad frente a eventos de infra/sobre-infusión y están complementadas con sistemas de corrección y de prealimentación.",A61B5/00; G16H20/17; G16H40/60; A61B5/1106; A61B5/4821; A61B5/4839; A61M5/1408; A61M5/1723; A61M5/16827; A61M2205/50; A61M2005/14208,
221305-2025,ES2394994A1,DISPOSITIVO DE CONDUCCIÓN ASISTIDA,"Dispositivo de conducción asistida para vehículos que constituye una interfaz hombre - máquina para facilitar la conducción de vehículos (3) propulsados por motores tales como sillas de ruedas, carros eléctricos, etc. y que básicamente comprende un sensor táctil (1) destinado a instalarse en el asa o manillar (2) del vehículo y medios para el procesado y acondicionamiento de la información que proporciona el sensor (1) de forma que las intenciones del usuario se transformen en instrucciones al sistema motor del vehículo.",G05G1/02; G05G1/52; B60L2200/34,
221305-2025,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
221305-2025,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
221305-2025,ES2156707A1,DISPOSITIVO AUTONOMO DE PRODUCCION DE AGUA CON ENERGIA SOLAR.,"Dispositivo autónomo de producción de agua con energía solar. Consiste en un equipo capaz de producir agua a partir del aire atmosférico, de cuya humedad natural se extraerá el agua, por el principio del punto de rocío, de una forma completamente autónoma, es decir sin aporte de ningún tipo de materia prima ni de energía, tomandose esta del sol, y que de forma automática puede regularse tanto en su funcionamiento como en el suministro del agua producida. Consta de un módulo solar (1) que proporciona energía para el funcionamiento del módulo frigorífico (2) que enfría unos paneles donde el aire ambiente condensa la humedad natural, siendo forzado a pasar por el Módulo Convector (4). El agua condensada se recoge, trata y almacena en el módulo hidráulico (3). Un Módulo de Control (5) contiene un autómata programable que gobierna el proceso, así como la instrumentación. Usos: Riego por goteo y otros.",,
273005-2025,ES2928677A1,Sistema de conduccion ecoeficiente adaptado a la modelización tridimensional geoposicionada de la parametrización del trazado de cualquier infraestructura lineal particularizado al vehiculo,"Sistema de conducción, con modo asistido (170) y autónomo (180), adaptado a un modelo tridimensional geoposicionado de parametrización de los elementos del trazado (60) de cualquier infraestructura lineal, que transmite instrucciones al vehículo (110) en cada punto del recorrido escogido en tiempo real, particularizado a cada vehículo en función sus características (80), desde un dispositivo (40) instalado en el mismo desde el cual se gobiernan los distintos sistemas integrantes de la invención, en función de su geoposición real traspuesta al modelo (70), en condiciones de seguridad, confort y máxima eficiencia energética mediante la gestión del ahorro energético, calculando los momentos del recorrido en los cuales no es necesario el accionamiento del sistema de propulsión, aprovechando las energías que intervienen en el movimiento del vehículo y las fuerzas resultantes, para ahorrar energía y/o generarla en motores recargables, todo adaptado a los principios del trazado",G05D1/021; G08G1/167; G01S13/931; G05D1/0212; B60K31/00,
273005-2025,ES2326252A1,SISTEMA INALAMBRICO Y METODO DE LECTURA REMOTA DE CONTADORES,"Sistema inalámbrico y método de lectura remota de contadores. Sistema inalámbrico de lectura remota de contadores, que comprende: al menos un dispositivo de almacenamiento (100), conectado a un contador o integrado en un contador, que comprende medios (2) para almacenar datos relativos al consumo; al menos un dispositivo concentrador (200), y un dispositivo central (400). El dispositivo de almacenamiento (100) comprende medios (1, 5, 6) para enviar los datos relativos al consumo al dispositivo concentrador a través de una red de banda estrecha (500), que opera en una banda de frecuencia de uso libre. El dispositivo concentrador comprende medios para reenviar dichos datos al dispositivo central (400) a través de una red de banda ancha (600), que opera en una banda de frecuencia de uso libre.",G01D4/002; G01D4/004; Y02B90/20; Y04S20/30,
273005-2025,ES2570810A1,Sistema y método de tele-asistencia mediante televisor inteligente,"Sistema y método de tele-asistencia mediante televisor inteligente. El sistema comprende: - un televisor inteligente (2) con cámara de vídeo (20), micrófono (22) y módulo de conectividad IP (26) para su conexión a Internet (3); - un servidor de control (4) encargado de la gestión remota, a través de Internet (3), de los canales disponibles en el televisor inteligente (2), seleccionados entre - canales de televisión tradicional (12), - personas de contacto (11), y - servicios de video-asistencia (9); - un servidor de vídeo (5) encargado de gestionar las comunicaciones por video entre el televisor inteligente (2) y las personas de contacto (11) o los servicios de video-asistencia (9). Con la sencillez de uso de un televisor convencional, permite comunicarse por videollamada a través del televisor con servicios de tele-asistencia, amigos y familia de una manera fácil e intuitiva.",H04N5/445; H04N7/141; H04N7/173; H04N21/4223; H04N21/4788,
273005-2025,ES2319487A1,SISTEMA DE CONSTRUCCION MODULAR,"Sistema de construcción modular. El sistema comprende unos bloques modulares (1a,...1n) constituidos por elementos constructivos de hormigón y material aislante, presentando las paredes (11) laterales formas adecuadas para su adosado lateral configurando un edificio o construcción mayor. Dichos bloques modulares (1a,...1n) presentan unos elementos de anclaje (18a, 18b) mutuo en las caras exteriores del techo (12) y suelo (13) para su acoplamiento mutuo apilado. En paredes (11), techo (12) y suelo (13), se encuentran unas aberturas para la formación de puertas (21), ventanas (22), escaleras y pasos (23a, 23b) entre módulos y al exterior. Las paredes (11), techo (12) y suelo (13), están constituidos por dos capas (14) de hormigón armado entre las que se encuentra una capa (15) de material aislante, estando los mallazos (16) de ambas capas (14) de hormigón armado unidas mediante elementos metálicos (17) o análogos.",E04B1/34823,
273005-2025,ES2444712A1,SISTEMA TELEMÉTRICO INALÁMBRICO PARA LA MONITORIZACIÓN DE MAGNITUDES ESTÁTICAS Y DINÁMICAS.,"Se propone un sistema telemétrico inalámbrico basado en transmisión de referencia temporal para la monitorización de magnitudes estáticas y dinámicas. El sistema propuesto comprende un instrumento lector y, al menos, un transpondedor que incluye a su vez los transductores asociados a las variables objeto de observación y/o medida. Con objeto de comunicar el instrumento lector y el transpondedor, el sistema también comprende un mecanismo para la transmisión de información relativa a la frecuencia de operación interna del transpondedor hacia el instrumento lector y un método para la determinación remota de la frecuencia de operación interna del transpondedor. El instrumento lector comprende: una antena (11000), una sección de comunicación (12000), una sección de procesado de señal (13000), una sección de cómputo (14000), una unidad de temporización (15000) estable con la temperatura, una sección de interfaz de usuario (16000) y una sección de salida de datos (17000).",H04B5/77; H04Q9/00; H04W4/80; H04B5/45; H04B5/73; A61B5/0024; G01S13/758; H04Q2209/40; H04Q2209/88,
